"S7_ID","C7DESMTH","C7R4MSCL","C6R4MSCL","P6EXPECT","GENDER","RACE","WKSESL","WKPOV_R","WKMOMED","P7HFAMIL","S7PUPRI","R7REGION","R7URBAN"
"C823",1,147,142.04,"4y college",0,"HISPANIC",-0.33,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,158.9,142.56,"less than",1,"WHITE",0.01,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,138.06,142.44,"4y college",1,"WHITE",0.28,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,151.05,144.43,"more than",0,"WHITE",0.43,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,171.04,163.96,"more than",1,"HISPANIC",1.55,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,163.01,157.26,"4y college",0,"WHITE",0.5,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,161.35,142.17,"less than",0,"WHITE",0.1,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,165.67,168.01,"4y college",1,"WHITE",0.07,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,169.28,165.13,"more than",1,"WHITE",0.66,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",0,120.42,99.5,"4y college",0,"WHITE",0.3,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,133.31,136.12,"more than",1,"WHITE",1.29,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,158.8,137.31,"4y college",0,"WHITE",0.88,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C775",1,141.76,139.8,"4y college",1,"WHITE",0.83,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C775",0,126.01,130.22,"4y college",1,"HISPANIC",0.57,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C775",1,159.07,160.49,"4y college",1,"HISPANIC",0.48,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C775",0,147.25,131.39,"4y college",0,"WHITE",1.4,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C775",0,129.63,124.45,"4y college",1,"WHITE",0.73,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C775",1,151.59,127.46,"4y college",1,"WHITE",0.3,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C775",1,130.75,131.2,"less than",0,"HISPANIC",-0.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C775",1,145.79,137.45,"more than",0,"HISPANIC",-0.4,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C775",1,129.85,98.51,"4y college",0,"HISPANIC",-0.13,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C775",0,124.12,101.22,"4y college",0,"WHITE",0.6,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C775",0,127.06,106.99,"4y college",0,"WHITE",-0.26,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,167.96,142.12,"less than",1,"WHITE",-0.3,"BELOW POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",0,116.97,94.46,"less than",0,"WHITE",-0.74,"AT OR ABOVE POVERTY THRESHOLD","less than high school","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",0,100.72,90.33,"less than",0,"WHITE",0.08,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",0,122.87,118.16,"4y college",1,"WHITE",0.2,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",0,145.61,137.79,"4y college",0,"WHITE",-0.22,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,134.04,139.69,"4y college",1,"HISPANIC",-0.27,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",0,148.51,126.93,"less than",1,"WHITE",0.88,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,167.95,160.77,"more than",0,"WHITE",-0.33,"BELOW POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",0,145.03,121.68,"4y college",1,"WHITE",1.47,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,159.06,152.8,"4y college",1,"WHITE",0.81,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,152.12,148.25,"4y college",0,"WHITE",0.04,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,142.52,145.65,"4y college",1,"WHITE",0.58,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",0,126.57,115.83,"less than",0,"WHITE",0.35,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,160.52,152.74,"4y college",1,"WHITE",-0.39,"BELOW POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,165.43,152.24,"4y college",1,"WHITE",1.46,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,145.64,134.11,"4y college",0,"WHITE",0.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,171.39,166.7,"more than",0,"WHITE",0.23,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,165.53,147.34,"4y college",1,"WHITE",0.75,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,170.81,167.88,"4y college",1,"WHITE",0.81,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",0,153.56,130.47,"less than",1,"WHITE",0.64,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,169.36,152.46,"more than",1,"WHITE",0.08,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,167.76,157.08,"4y college",1,"WHITE",0.84,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,149.27,131.66,"less than",1,"WHITE",-0.44,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C823",1,169.69,160.29,"more than",1,"WHITE",0,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C685",1,167.73,142.24,"more than",0,"WHITE",1.08,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C685",1,160.54,137.36,"less than",0,"WHITE",-0.8,"BELOW POVERTY THRESHOLD","high school","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C685",0,145.07,121.37,"less than",1,"WHITE",-0.75,"BELOW POVERTY THRESHOLD","high school","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C685",0,136.85,136.84,"less than",0,"WHITE",0.39,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C685",1,165.95,154.54,"4y college",1,"WHITE",0.24,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C685",0,152.95,143.35,"less than",0,"WHITE",0.26,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C685",1,171.9,143.91,"less than",0,"WHITE",-0.01,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"C685",1,165.25,141.77,"4y college",0,"WHITE",0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0538",0,123.07,117.09,"4y college",1,"WHITE",-0.33,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","SOUTH","SMALL TOWN AND RURAL"
"0538",1,145.4,133.58,"less than",0,"WHITE",-0.29,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","SOUTH","SMALL TOWN AND RURAL"
"0538",1,127.77,120.64,"less than",0,"WHITE",-0.37,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","SOUTH","SMALL TOWN AND RURAL"
"0538",1,120.83,91.64,"4y college",1,"WHITE",-0.19,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","SOUTH","SMALL TOWN AND RURAL"
"0538",0,127.93,125.38,"less than",1,"WHITE",0.32,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","SOUTH","SMALL TOWN AND RURAL"
"0538",0,127.96,103.74,"less than",1,"WHITE",-0.41,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PRIVATE","SOUTH","SMALL TOWN AND RURAL"
"0538",1,125.96,111.45,"more than",0,"WHITE",-0.23,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","SOUTH","SMALL TOWN AND RURAL"
"0538",1,155.52,141.17,"4y college",1,"WHITE",0.4,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","SOUTH","SMALL TOWN AND RURAL"
"0538",0,76.14,101.98,"less than",1,"WHITE",-0.37,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PRIVATE","SOUTH","SMALL TOWN AND RURAL"
"0538",1,138.92,140.63,"4y college",1,"WHITE",0.61,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","SOUTH","SMALL TOWN AND RURAL"
"C401",1,148.24,145,"4y college",1,"WHITE",1.27,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C401",1,170.06,161.42,"4y college",0,"WHITE",1.03,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C401",1,161.18,143.76,"4y college",1,"WHITE",1.24,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C401",1,148.1,135.22,"4y college",1,"WHITE",1.73,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C401",1,136.63,134.83,"4y college",1,"WHITE",-0.11,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C401",0,144.82,115.91,"4y college",1,"WHITE",1.24,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C401",0,131.01,116.57,"4y college",1,"WHITE",1.15,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C401",1,158.73,134.5,"more than",0,"WHITE",0.24,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C401",1,158.38,141.54,"less than",1,"WHITE",0.16,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C401",1,166.96,142.56,"4y college",0,"WHITE",1.22,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C401",0,125.69,88.06,"4y college",1,"WHITE",-0.07,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C401",1,125.91,108.94,"4y college",0,"BLACK",1.2,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C725",1,152.63,133.57,"4y college",0,"BLACK",-0.58,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C725",0,166.84,147.15,"4y college",0,"WHITE",-0.49,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C725",1,87.59,65.43,"less than",1,"BLACK",-0.73,"AT OR ABOVE POVERTY THRESHOLD","less than high school","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C725",0,106.56,116.29,"less than",1,"BLACK",-0.75,"AT OR ABOVE POVERTY THRESHOLD","less than high school","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C725",0,136.23,94.01,"less than",0,"WHITE",-0.53,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C725",1,136.25,128.89,"4y college",0,"WHITE",1.28,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C725",1,171.36,157.43,"4y college",1,"WHITE",1.11,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C725",1,166.57,141.13,"4y college",1,"WHITE",0,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C917",0,152.46,54.94,"4y college",1,"WHITE",0.36,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",1,170.06,161.9,"4y college",0,"WHITE",0.92,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",0,159.05,133.21,"less than",1,"WHITE",-0.55,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",0,142.73,124.46,"less than",1,"WHITE",-0.44,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",1,147.52,143.74,"more than",0,"WHITE",0.38,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",0,140.46,139.6,"4y college",0,"WHITE",0.34,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",0,153.31,158.22,"4y college",0,"WHITE",0.37,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",0,139.08,113.64,"4y college",0,"WHITE",0.09,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",0,161.23,151.63,"less than",1,"WHITE",-0.01,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",0,148.2,134.62,"4y college",0,"WHITE",-0.47,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",0,154.55,131.63,"4y college",0,"WHITE",-0.39,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",1,164.93,146.42,"4y college",0,"WHITE",0.38,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",0,156.25,130.89,"4y college",0,"WHITE",-0.34,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",0,154.82,146.34,"4y college",0,"WHITE",-0.09,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C845",0,121.63,135.79,"less than",0,"WHITE",-0.44,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",0,128.49,132.81,"more than",0,"WHITE",-0.69,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",1,143.25,151.12,"more than",0,"WHITE",-0.19,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C561",0,162.28,149.27,"4y college",1,"WHITE",-0.31,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",0,137.71,103.58,"more than",0,"WHITE",0.18,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",0,158.18,143.02,"less than",1,"WHITE",-0.3,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",1,160.28,151.78,"4y college",1,"WHITE",-0.33,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",0,142.03,122.24,"more than",0,"WHITE",0.42,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",1,146.19,154.74,"4y college",1,"WHITE",0.79,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",1,120,107.18,"less than",1,"BLACK",-0.35,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",0,128.18,114.95,"less than",0,"WHITE",0.26,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",0,141.63,142.73,"less than",1,"HISPANIC",-0.62,"BELOW POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",1,158.56,159.18,"4y college",0,"WHITE",0.72,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",1,98.23,59.06,"less than",0,"WHITE",-0.01,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C561",0,155.02,142.08,"less than",0,"WHITE",0.3,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C582",1,113.87,105.75,"less than",1,"WHITE",-0.14,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C561",0,157.72,156.04,"more than",1,"WHITE",0.77,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C853",1,160.67,143.87,"4y college",1,"WHITE",-0.39,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C853",1,164.97,160.18,"more than",1,"BLACK",1.4,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C853",1,168.89,149.8,"less than",0,"WHITE",0.3,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C853",1,163.86,146.52,"4y college",1,"WHITE",-0.63,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C582",0,149.21,134.1,"more than",0,"BLACK",-0.54,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C853",0,141.45,114.37,"more than",0,"BLACK",0.51,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C853",0,132.59,132.55,"4y college",1,"BLACK",0.79,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C853",1,170.32,160.56,"4y college",1,"WHITE",0.81,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C853",1,162.79,151.5,"more than",0,"WHITE",0.04,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C853",1,89.4,66.74,"less than",1,"WHITE",-0.42,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"C582",0,167.3,152.17,"less than",1,"WHITE",-0.04,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",1,109.04,70.84,"less than",1,"BLACK",-1.24,"BELOW POVERTY THRESHOLD","less than high school","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",0,123.61,108.82,"less than",1,"BLACK",-0.63,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",1,165.36,160.97,"more than",0,"WHITE",0.25,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",1,144.88,129.97,"4y college",1,"BLACK",-0.58,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",0,171.15,163.48,"more than",1,"WHITE",1.55,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C582",0,131.28,149.4,"more than",1,"WHITE",0.74,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
